Schluesse;Straftat;Gemeindeschluessel;Stadt_Landkreis;Kreisart;erfasste_Faelle;HZ_nach_Zensus;Versuche_Anzahl;Versuche_Anteil_in_Prozent;mit_Schusswaffe_gedroht;mit_Schusswaffe_geschossen;aufgeklaerte_Faelle;Aufklaerungsquote;Tatverdaechtige_insgesamt;Tatverdaechtige_maennlich;Tatverdaechtige_weiblich;Nichtdeutsche_Tatverdaechtige_Anzahl;Nichtdeutsche_Tatverdaechtige_Anteil_in_Prozent
------;Straftaten insgesamt;1001;Flensburg;KfS;10828;12785;864;8.0;14;13;6523;60.2;4866;3746;1120;2210;45.4
------;Straftaten insgesamt;1002;Kiel;KfS;26078;10725;2196;8.4;36;13;12221;46.9;8798;6644;2154;2253;25.6
------;Straftaten insgesamt;1003;Lübeck;KfS;22881;10671;1714;7.5;19;15;11764;51.4;8202;6074;2128;2058;25.1
------;Straftaten insgesamt;1004;Neumünster;KfS;17418;22449;887;5.1;13;12;13455;77.2;12091;9111;2980;9406;77.8
------;Straftaten insgesamt;1051;Dithmarschen;K;7345;5536;482;6.6;10;16;3954;53.8;3008;2241;767;343;11.4
------;Straftaten insgesamt;1053;Herzogtum Lauenburg;K;10615;5566;997;9.4;19;19;5268;49.6;4098;3093;1005;786;19.2
------;Straftaten insgesamt;1054;Nordfriesland;K;8938;5510;577;6.5;17;10;4562;51.0;3587;2754;833;585;16.3
------;Straftaten insgesamt;1055;Ostholstein;K;13543;6828;1012;7.5;19;29;6774;50.0;5577;4333;1244;1510;27.1
------;Straftaten insgesamt;1056;Pinneberg;K;19779;6504;1634;8.3;17;20;9174;46.4;7221;5569;1652;1853;25.7
------;Straftaten insgesamt;1057;Plön;K;5850;4611;506;8.6;7;10;2784;47.6;2338;1785;553;279;11.9
------;Straftaten insgesamt;1058;Rendsburg-Eckernförde;K;13195;4912;1180;8.9;21;49;6864;52.0;5290;4012;1278;786;14.9
------;Straftaten insgesamt;1059;Schleswig-Flensburg;K;9721;4970;618;6.4;12;6;5947;61.2;4952;3911;1041;1873;37.8
------;Straftaten insgesamt;1060;Segeberg;K;15252;5756;1313;8.6;23;21;6945;45.5;5786;4446;1340;1156;20.0
------;Straftaten insgesamt;1061;Steinburg;K;7380;5667;588;8.0;14;15;3698;50.1;2771;2139;632;448;16.2
------;Straftaten insgesamt;1062;Stormarn;K;13775;5819;1516;11.0;19;11;5642;41.0;4788;3692;1096;1079;22.5
------;Straftaten insgesamt;2000;Hamburg;KfS;243313;13803;19072;7.8;346;156;106510;43.8;73592;56927;16665;33274;45.2
------;Straftaten insgesamt;3101;Braunschweig;KfS;25497;10260;1676;6.6;24;12;14932;58.6;11220;8854;2366;4071;36.3
------;Straftaten insgesamt;3102;Salzgitter;KfS;6379;6446;451;7.1;10;9;3808;59.7;3067;2248;819;674;22.0
------;Straftaten insgesamt;3103;Wolfsburg;KfS;9606;7808;738;7.7;9;4;5509;57.3;3787;2914;873;1048;27.7
------;Straftaten insgesamt;3151;Gifhorn;LK;7756;4495;566;7.3;10;19;4835;62.3;3497;2563;934;664;19.0
------;Straftaten insgesamt;3152;Göttingen;LK;21825;8722;1504;6.9;15;16;13796;63.2;10607;8042;2565;4959;46.8
------;Straftaten insgesamt;3153;Goslar;LK;9687;7058;700;7.2;18;38;5967;61.6;4376;3224;1152;702;16.0
------;Straftaten insgesamt;3154;Helmstedt;LK;5949;6544;560;9.4;25;17;3814;64.1;2804;2142;662;587;20.9
------;Straftaten insgesamt;3155;Northeim;LK;7589;5667;560;7.4;4;5;5069;66.8;3703;2765;938;627;16.9
------;Straftaten insgesamt;3156;Osterode am Harz;LK;4002;5423;335;8.4;5;5;2724;68.1;1989;1378;611;208;10.5
------;Straftaten insgesamt;3157;Peine;LK;6547;5013;486;7.4;14;16;3624;55.4;2848;2161;687;753;26.4
------;Straftaten insgesamt;3158;Wolfenbüttel;LK;4841;4033;358;7.4;11;13;2766;57.1;2320;1753;567;403;17.4
------;Straftaten insgesamt;3241;Region Hannover;LK;121119;10737;9299;7.7;127;67;73485;60.7;45182;33806;11376;16545;36.6
------;Straftaten insgesamt;3251;Diepholz;LK;11834;5606;964;8.1;19;22;6987;59.0;5047;3921;1126;1071;21.2
------;Straftaten insgesamt;3252;Hameln-Pyrmont;LK;9560;6468;645;6.7;11;29;6603;69.1;4615;3360;1255;1052;22.8
------;Straftaten insgesamt;3254;Hildesheim;LK;17443;6353;1571;9.0;35;25;10524;60.3;7654;5763;1891;1624;21.2
------;Straftaten insgesamt;3255;Holzminden;LK;3643;5100;331;9.1;4;3;2465;67.7;1867;1367;500;248;13.3
------;Straftaten insgesamt;3256;Nienburg (Weser);LK;6345;5304;479;7.5;9;8;3841;60.5;2790;2085;705;449;16.1
------;Straftaten insgesamt;3257;Schaumburg;LK;9520;6109;748;7.9;18;8;5894;61.9;4088;3100;988;910;22.3
------;Straftaten insgesamt;3351;Celle;LK;13279;7538;880;6.6;21;17;8831;66.5;4715;3451;1264;876;18.6
------;Straftaten insgesamt;3352;Cuxhaven;LK;10404;5287;859;8.3;13;14;6037;58.0;4483;3358;1125;806;18.0
------;Straftaten insgesamt;3353;Harburg;LK;14639;5970;1404;9.6;16;14;8531;58.3;6217;4913;1304;1739;28.0
------;Straftaten insgesamt;3354;Lüchow-Dannenberg;LK;2785;5715;323;11.6;2;6;1845;66.2;1251;935;316;191;15.3
------;Straftaten insgesamt;3355;Lüneburg;LK;13130;7371;1117;8.5;12;14;7561;57.6;4986;3772;1214;906;18.2
------;Straftaten insgesamt;3356;Osterholz;LK;6207;5568;600;9.7;12;13;3640;58.6;2783;2152;631;569;20.4
------;Straftaten insgesamt;3357;Rotenburg (Wümme);LK;10205;6306;839;8.2;6;20;6260;61.3;4881;3849;1032;1028;21.1
------;Straftaten insgesamt;3358;Landkreis Heidekreis;LK;11248;8258;893;7.9;14;11;7055;62.7;4822;3720;1102;1108;23.0
------;Straftaten insgesamt;3359;Stade;LK;11825;5989;875;7.4;17;7;7283;61.6;4810;3629;1181;1095;22.8
------;Straftaten insgesamt;3360;Uelzen;LK;6066;6555;507;8.4;9;3;3936;64.9;2484;1907;577;481;19.4
------;Straftaten insgesamt;3361;Verden;LK;8690;6523;793;9.1;13;9;5711;65.7;3995;3029;966;944;23.6
------;Straftaten insgesamt;3401;Delmenhorst;KfS;6609;8835;513;7.8;5;1;3869;58.5;2688;2025;663;774;28.8
------;Straftaten insgesamt;3402;Emden;KfS;4598;9193;302;6.6;4;11;2505;54.5;1661;1269;392;264;15.9
------;Straftaten insgesamt;3403;Oldenburg (Oldenburg);KfS;14598;9072;872;6.0;13;7;7899;54.1;5606;4245;1361;1443;25.7
------;Straftaten insgesamt;3404;Osnabrück;KfS;17756;11317;1089;6.1;11;13;10309;58.1;7355;5722;1633;2371;32.2
------;Straftaten insgesamt;3405;Wilhelmshaven;KfS;10180;13477;991;9.7;19;11;6487;63.7;3740;2696;1044;492;13.2
------;Straftaten insgesamt;3451;Ammerland;LK;5013;4180;361;7.2;4;5;2836;56.6;2404;1862;542;347;14.4
------;Straftaten insgesamt;3452;Aurich;LK;11174;5944;717;6.4;12;42;7197;64.4;4928;3639;1289;559;11.3
------;Straftaten insgesamt;3453;Cloppenburg;LK;7787;4796;449;5.8;8;42;4944;63.5;3509;2703;806;701;20.0
------;Straftaten insgesamt;3454;Emsland;LK;18328;5804;1279;7.0;16;33;11459;62.5;7707;5980;1727;1737;22.5
------;Straftaten insgesamt;3455;Friesland;LK;5612;5789;424;7.6;4;10;3365;60.0;2455;1821;634;267;10.9
------;Straftaten insgesamt;3456;Grafschaft Bentheim;LK;8309;6186;501;6.0;6;6;5278;63.5;4280;3484;796;1803;42.1
------;Straftaten insgesamt;3457;Leer;LK;9934;5991;631;6.4;7;19;6471;65.1;4757;3623;1134;1068;22.5
------;Straftaten insgesamt;3458;Oldenburg;LK;6341;5001;493;7.8;14;10;3677;58.0;2922;2336;586;635;21.7
------;Straftaten insgesamt;3459;Osnabrück;LK;23864;6793;1470;6.2;28;29;17056;71.5;16357;12259;4098;10527;64.4
------;Straftaten insgesamt;3460;Vechta;LK;7214;5297;517;7.2;16;12;3915;54.3;3048;2373;675;833;27.3
------;Straftaten insgesamt;3461;Wesermarsch;LK;4967;5596;350;7.0;10;5;3201;64.4;2386;1838;548;334;14.0
------;Straftaten insgesamt;3462;Wittmund;LK;3306;5847;165;5.0;0;8;2302;69.6;1843;1336;507;483;26.2
------;Straftaten insgesamt;4011;Bremen;KfS;76978;13951;7353;9.6;78;46;36314;47.2;23239;18028;5211;9561;41.1
------;Straftaten insgesamt;4012;Bremerhaven;KfS;14091;12796;1366;9.7;26;16;7108;50.4;4687;3572;1115;1306;27.9
------;Straftaten insgesamt;5111;Düsseldorf;KfS;84260;13938;6700;8.0;26;14;36426;43.2;29008;21860;7148;15634;53.9
------;Straftaten insgesamt;5112;Duisburg;KfS;55604;11454;4993;9.0;32;40;30706;55.2;19461;14628;4833;7734;39.7
------;Straftaten insgesamt;5113;Essen;KfS;66407;11574;5741;8.6;37;20;34343;51.7;23214;17197;6017;8861;38.2
------;Straftaten insgesamt;5114;Krefeld;KfS;22965;10321;1830;8.0;9;17;12664;55.1;9486;6965;2521;3014;31.8
------;Straftaten insgesamt;5116;Mönchengladbach;KfS;23515;9155;1779;7.6;14;8;12106;51.5;8773;6494;2279;2752;31.4
------;Straftaten insgesamt;5117;Mülheim an der Ruhr;KfS;14518;8688;1440;9.9;9;1;7802;53.7;5537;4078;1459;1854;33.5
------;Straftaten insgesamt;5119;Oberhausen;KfS;18936;9048;1445;7.6;6;16;10281;54.3;7923;5808;2115;2383;30.1
------;Straftaten insgesamt;5120;Remscheid;KfS;7849;7200;677;8.6;4;2;4678;59.6;3237;2412;825;1053;32.5
------;Straftaten insgesamt;5122;Solingen;KfS;11408;7277;883;7.7;6;3;5459;47.9;4407;3252;1155;1446;32.8
------;Straftaten insgesamt;5124;Wuppertal;KfS;37068;10731;3580;9.7;21;21;19917;53.7;13949;10537;3412;5117;36.7
------;Straftaten insgesamt;5154;Kleve;K;24242;7949;1586;6.5;6;8;13835;57.1;10967;8700;2267;4915;44.8
------;Straftaten insgesamt;5158;Mettmann;K;32491;6801;3106;9.6;17;17;16635;51.2;11620;8865;2755;3575;30.8
------;Straftaten insgesamt;5162;Rhein-Kreis Neuss;K;30788;6957;2763;9.0;15;6;15615;50.7;11817;9134;2683;3609;30.5
------;Straftaten insgesamt;5166;Viersen;K;18648;6320;1692;9.1;4;8;9732;52.2;8155;6367;1788;2347;28.8
------;Straftaten insgesamt;5170;Wesel;K;30240;6614;3062;10.1;15;24;15670;51.8;11239;8478;2761;2815;25.0
------;Straftaten insgesamt;5314;Bonn;KfS;36022;11474;3137;8.7;23;8;16766;46.5;11816;8828;2988;4145;35.1
------;Straftaten insgesamt;5315;Köln;KfS;155510;14857;14369;9.2;80;32;66913;43.0;51513;38925;12588;23872;46.3
------;Straftaten insgesamt;5316;Leverkusen;KfS;13958;8641;1594;11.4;14;8;6508;46.6;5573;4318;1255;1918;34.4
------;Straftaten insgesamt;5334;Aachen;K;56158;10254;5362;9.5;55;26;27774;49.5;19935;15371;4564;8446;42.4
------;Straftaten insgesamt;5358;Düren;K;18642;7196;1783;9.6;15;20;9746;52.3;6989;5216;1773;1872;26.8
------;Straftaten insgesamt;5362;Rhein-Erft-Kreis;K;35620;7753;3514;9.9;17;24;16523;46.4;13327;10029;3298;4063;30.5
------;Straftaten insgesamt;5366;Euskirchen;K;11441;6081;966;8.4;2;11;6392;55.9;4426;3367;1059;954;21.6
------;Straftaten insgesamt;5370;Heinsberg;K;17671;7088;1499;8.5;15;17;8820;49.9;6216;4614;1602;1473;23.7
------;Straftaten insgesamt;5374;Oberbergischer Kreis;K;12768;4718;1180;9.2;2;30;7160;56.1;5390;4053;1337;1284;23.8
------;Straftaten insgesamt;5378;Rheinisch-Bergischer Kreis;K;14564;5211;1593;10.9;12;11;6835;46.9;5653;4339;1314;1499;26.5
------;Straftaten insgesamt;5382;Rhein-Sieg-Kreis;K;34046;5812;3061;9.0;31;24;16324;47.9;12846;9886;2960;3454;26.9
------;Straftaten insgesamt;5512;Bottrop;KfS;8836;7616;818;9.3;4;13;4359;49.3;3251;2449;802;887;27.3
------;Straftaten insgesamt;5513;Gelsenkirchen;KfS;26428;10257;3063;11.6;9;14;12803;48.4;9909;7207;2702;3713;37.5
------;Straftaten insgesamt;5515;Münster;KfS;29833;9873;2119;7.1;11;12;12862;43.1;9680;7517;2163;3550;36.7
------;Straftaten insgesamt;5554;Borken;K;24423;6688;1832;7.5;17;28;12376;50.7;8743;6959;1784;2354;26.9
------;Straftaten insgesamt;5558;Coesfeld;K;13739;6361;1216;8.9;5;9;6960;50.7;4694;3606;1088;1287;27.4
------;Straftaten insgesamt;5562;Recklinghausen;K;48407;7896;4483;9.3;27;48;24294;50.2;17245;12862;4383;4748;27.5
------;Straftaten insgesamt;5566;Steinfurt;K;26226;6000;1936;7.4;14;21;13406;51.1;9980;7541;2439;2783;27.9
------;Straftaten insgesamt;5570;Warendorf;K;14577;5332;1279;8.8;13;13;7465;51.2;5688;4392;1296;1740;30.6
------;Straftaten insgesamt;5711;Bielefeld;KfS;28029;8499;2256;8.0;18;5;16021;57.2;11294;8742;2552;4681;41.4
------;Straftaten insgesamt;5754;Gütersloh;K;18588;5244;1582;8.5;13;6;9399;50.6;7497;5893;1604;2656;35.4
------;Straftaten insgesamt;5758;Herford;K;12340;4951;1027;8.3;7;13;6804;55.1;5269;4023;1246;1445;27.4
------;Straftaten insgesamt;5762;Höxter;K;6882;4820;452;6.6;3;13;4032;58.6;3139;2448;691;732;23.3
------;Straftaten insgesamt;5766;Lippe;K;15026;4354;1190;7.9;9;17;8638;57.5;6683;5110;1573;1845;27.6
------;Straftaten insgesamt;5770;Minden-Lübbecke;K;15929;5151;1183;7.4;8;5;8380;52.6;6409;4968;1441;1638;25.6
------;Straftaten insgesamt;5774;Paderborn;K;18143;6066;1518;8.4;5;18;9837;54.2;7250;5575;1675;2193;30.2
------;Straftaten insgesamt;5911;Bochum;KfS;38044;10513;4064;10.7;15;11;19379;50.9;12561;9599;2962;4085;32.5
------;Straftaten insgesamt;5913;Dortmund;KfS;83586;14399;8718;10.4;29;24;42491;50.8;28193;22075;6118;12934;45.9
------;Straftaten insgesamt;5914;Hagen;KfS;17126;9172;1454;8.5;11;10;9780;57.1;7301;5567;1734;3014;41.3
------;Straftaten insgesamt;5915;Hamm;KfS;15204;8610;1250;8.2;8;8;7765;51.1;6029;4663;1366;2326;38.6
------;Straftaten insgesamt;5916;Herne;KfS;15579;10076;1768;11.3;9;4;7478;48.0;5156;3859;1297;1757;34.1
------;Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;K;20841;6454;2066;9.9;13;15;11207;53.8;7749;5867;1882;2226;28.7
------;Straftaten insgesamt;5958;Hochsauerlandkreis;K;12744;4872;1148;9.0;6;14;6743;52.9;4996;3774;1222;1165;23.3
------;Straftaten insgesamt;5962;Märkischer Kreis;K;25516;6166;2534;9.9;19;17;13449;52.7;10055;7681;2374;2995;29.8
------;Straftaten insgesamt;5966;Olpe;K;6457;4792;609;9.4;1;0;3859;59.8;2700;2149;551;813;30.1
------;Straftaten insgesamt;5970;Siegen-Wittgenstein;K;17852;6470;1633;9.1;12;24;10826;60.6;7401;5692;1709;2401;32.4
------;Straftaten insgesamt;5974;Soest;K;17508;5900;1341;7.7;20;20;9634;55.0;6818;5365;1453;1887;27.7
------;Straftaten insgesamt;5978;Unna;K;28646;7312;2832;9.9;20;14;13887;48.5;10517;8013;2504;2727;25.9
------;Straftaten insgesamt;6411;Darmstadt;KfS;11827;7787;599;5.1;10;2;7270;61.5;5619;4234;1385;2318;41.3
------;Straftaten insgesamt;6412;Frankfurt am Main;KfS;118766;16550;8344;7.0;80;19;72412;61.0;52505;38707;13798;35838;68.3
------;Straftaten insgesamt;6413;Offenbach am Main;KfS;12849;10620;927;7.2;12;8;8296;64.6;6502;5011;1491;3299;50.7
------;Straftaten insgesamt;6414;Wiesbaden;KfS;24194;8794;1611;6.7;20;13;14563;60.2;9642;7219;2423;3833;39.8
------;Straftaten insgesamt;6431;Bergstraße;LK;10484;3974;775;7.4;14;9;6179;58.9;4847;3701;1146;1588;32.8
------;Straftaten insgesamt;6432;Darmstadt-Dieburg;LK;9918;3444;679;6.8;3;1;5723;57.7;4798;3690;1108;1531;31.9
------;Straftaten insgesamt;6433;Groß-Gerau;LK;11308;4336;889;7.9;13;3;6870;60.8;5469;4368;1101;2261;41.3
------;Straftaten insgesamt;6434;Hochtaunuskreis;LK;11263;4880;917;8.1;9;1;6383;56.7;4460;3408;1052;1527;34.2
------;Straftaten insgesamt;6435;Main-Kinzig-Kreis;LK;19252;4723;1431;7.4;24;16;11408;59.3;8951;6721;2230;3328;37.2
------;Straftaten insgesamt;6436;Main-Taunus-Kreis;LK;11691;5084;1065;9.1;15;10;6723;57.5;4947;3759;1188;1742;35.2
------;Straftaten insgesamt;6437;Odenwaldkreis;LK;2502;2604;132;5.3;4;2;1688;67.5;1433;1107;326;432;30.1
------;Straftaten insgesamt;6438;Offenbach;LK;17039;4987;1841;10.8;14;11;9305;54.6;6978;5520;1458;2867;41.1
------;Straftaten insgesamt;6439;Rheingau-Taunus-Kreis;LK;5980;3284;491;8.2;6;5;3427;57.3;2613;1988;625;708;27.1
------;Straftaten insgesamt;6440;Wetteraukreis;LK;12510;4207;1039;8.3;11;11;7081;56.6;5993;4710;1283;1816;30.3
------;Straftaten insgesamt;6531;Gießen;LK;25010;9625;1262;5.0;19;20;17555;70.2;14274;11142;3132;9767;68.4
------;Straftaten insgesamt;6532;Lahn-Dill-Kreis;LK;9838;3913;646;6.6;9;8;6184;62.9;4901;3890;1011;1576;32.2
------;Straftaten insgesamt;6533;Limburg-Weilburg;LK;8599;5047;532;6.2;0;13;5304;61.7;3933;2998;935;1142;29.0
------;Straftaten insgesamt;6534;Marburg-Biedenkopf;LK;10495;4344;567;5.4;16;17;6571;62.6;4862;3774;1088;1291;26.6
------;Straftaten insgesamt;6535;Vogelsbergkreis;LK;3801;3594;211;5.6;1;3;2420;63.7;1976;1587;389;343;17.4
------;Straftaten insgesamt;6611;Kassel;KfS;20931;10748;1829;8.7;21;29;11531;55.1;8221;6236;1985;3103;37.7
------;Straftaten insgesamt;6631;Fulda;LK;9140;4206;715;7.8;9;15;5921;64.8;4409;3457;952;1563;35.5
------;Straftaten insgesamt;6632;Hersfeld-Rotenburg;LK;5352;4483;457;8.5;4;4;3381;63.2;2683;2016;667;532;19.8
------;Straftaten insgesamt;6633;Kassel;LK;7276;3117;630;8.7;11;18;4064;55.9;3430;2675;755;650;19.0
------;Straftaten insgesamt;6634;Schwalm-Eder-Kreis;LK;6754;3763;516;7.6;7;4;4104;60.8;3218;2529;689;568;17.7
------;Straftaten insgesamt;6635;Waldeck-Frankenberg;LK;5392;3446;371;6.9;0;1;3134;58.1;2365;1823;542;424;17.9
------;Straftaten insgesamt;6636;Werra-Meißner-Kreis;LK;4566;4557;323;7.1;4;15;2878;63.0;2159;1628;531;353;16.4
------;Straftaten insgesamt;7111;Koblenz;KfS;13758;12346;775;5.6;9;17;6763;49.2;5331;4026;1305;1572;29.5
------;Straftaten insgesamt;7131;Ahrweiler;LK;8958;7073;848;9.5;7;13;4993;55.7;3703;2805;898;789;21.3
------;Straftaten insgesamt;7132;Altenkirchen (Westerwald);LK;7752;6045;501;6.5;6;11;5476;70.6;3789;2826;963;604;15.9
------;Straftaten insgesamt;7133;Bad Kreuznach;LK;10969;7034;728;6.6;12;21;7313;66.7;4539;3416;1123;1083;23.9
------;Straftaten insgesamt;7134;Birkenfeld;LK;4485;5565;327;7.3;2;4;2913;64.9;2119;1577;542;342;16.1
------;Straftaten insgesamt;7135;Cochem-Zell;LK;2811;4531;213;7.6;2;6;1721;61.2;1262;968;294;216;17.1
------;Straftaten insgesamt;7137;Mayen-Koblenz;LK;11255;5348;743;6.6;13;24;6743;59.9;5253;4027;1226;856;16.3
------;Straftaten insgesamt;7138;Neuwied;LK;11194;6243;954;8.5;11;12;6916;61.8;5159;3843;1316;1088;21.1
------;Straftaten insgesamt;7140;Rhein-Hunsrück-Kreis;LK;5946;5833;593;10.0;3;44;3966;66.7;3475;2525;950;1590;45.8
------;Straftaten insgesamt;7141;Rhein-Lahn-Kreis;LK;5789;4765;400;6.9;7;5;3665;63.3;2827;2098;729;508;18.0
------;Straftaten insgesamt;7143;Westerwaldkreis;LK;8957;4498;760;8.5;8;29;5415;60.5;4222;3209;1013;812;19.2
------;Straftaten insgesamt;7211;Trier;KfS;17870;16474;513;2.9;5;3;14065;78.7;12233;8832;3401;9307;76.1
------;Straftaten insgesamt;7231;Bernkastel-Wittlich;LK;5500;4956;401;7.3;3;5;3700;67.3;2824;2237;587;479;17.0
------;Straftaten insgesamt;7232;Eifelkreis Bitburg-Prüm;LK;4714;4890;320;6.8;4;6;3152;66.9;2508;1951;557;929;37.0
------;Straftaten insgesamt;7233;Vulkaneifel;LK;2959;4869;250;8.4;2;7;1951;65.9;1550;1163;387;253;16.3
------;Straftaten insgesamt;7235;Trier-Saarburg;LK;5585;3846;359;6.4;1;5;3723;66.7;3241;2443;798;1241;38.3
------;Straftaten insgesamt;7311;Frankenthal (Pfalz);KfS;4238;8880;348;8.2;3;5;2567;60.6;1959;1471;488;589;30.1
------;Straftaten insgesamt;7312;Kaiserslautern;KfS;12857;13203;1011;7.9;5;5;8321;64.7;5380;4009;1371;1421;26.4
------;Straftaten insgesamt;7313;Landau in der Pfalz;KfS;4468;10048;369;8.3;2;0;2612;58.5;1933;1434;499;482;24.9
------;Straftaten insgesamt;7314;Ludwigshafen am Rhein;KfS;17655;10776;1282;7.3;15;12;10643;60.3;7967;5734;2233;3073;38.6
------;Straftaten insgesamt;7315;Mainz;KfS;20810;10054;1398;6.7;13;11;12702;61.0;8503;6526;1977;3104;36.5
------;Straftaten insgesamt;7316;Neustadt an der Weinstraße;KfS;4258;8101;299;7.0;4;1;2614;61.4;1896;1391;505;538;28.4
------;Straftaten insgesamt;7317;Pirmasens;KfS;4011;10016;251;6.3;4;17;2784;69.4;1750;1243;507;324;18.5
------;Straftaten insgesamt;7318;Speyer;KfS;4960;9949;379;7.6;10;2;2766;55.8;1939;1419;520;607;31.3
